1, 1, 0
1, 2, 0
1, 3, 0
1, 4, 0
1, 5, 0
1, 6, 0
1, 7, 0
1, 8, 0
1, 9, 0
1, 10, 0
1, 11, 0
1, 12, 0
1, 13, 0
1, 14, 0
1, 15, 0
1, 16, 0
1, 17, 0
1, 18, 0
1, 19, 0
1, 20, 0
1, 21, 0
1, 22, 0
1, 23, 0
1, 24, 0
1, 25, 0
1, 26, 0
1, 27, 0
1, 28, 0
1, 29, 0
1, 30, 0
1, 31, 0
1, 32, 0
1, 33, 0
1, 34, 0
1, 35, 0
1, 36, 0
1, 37, 0
1, 38, 0
1, 39, 0
1, 40, 0
2, 1, 0
2, 2, 0
2, 3, 0
2, 4, 0
2, 5, 0
2, 6, 0
2, 7, 0
2, 8, 0
2, 9, 0
2, 10, 0
2, 11, 0
2, 12, 0
2, 13, 0
2, 14, 0
2, 15, 0
2, 16, 0
2, 17, 0
2, 18, 0
2, 19, 0
2, 20, 0
2, 21, 0
2, 22, 0
2, 23, 0
2, 24, 0
2, 25, 0
2, 26, 0
2, 27, 0
2, 28, 0
2, 29, 0
2, 30, 0
2, 31, 0
2, 32, 0
2, 33, 0
2, 34, 0
2, 35, 0
2, 36, 0
2, 37, 0
2, 38, 0
2, 39, 0
2, 40, 0
3, 1, 0
3, 2, 0
3, 3, 0
3, 4, 0
3, 5, 0
3, 6, 0
3, 7, 0
3, 8, 0
3, 9, 0
3, 10, 0
3, 11, 0
3, 12, 0
3, 13, 0
3, 14, 0
3, 15, 0
3, 16, 0
3, 17, 0
3, 18, 0
3, 19, 0
3, 20, 0
3, 21, 0
3, 22, 0
3, 23, 0
3, 24, 0
3, 25, 0
3, 26, 0
3, 27, 0
3, 28, 0
3, 29, 0
3, 30, 0
3, 31, 0
3, 32, 0
3, 33, 0
3, 34, 0
3, 35, 0
3, 36, 0
3, 37, 0
3, 38, 0
3, 39, 0
3, 40, 0
4, 1, 0
4, 2, 0
4, 3, 0
4, 4, 0
4, 5, 0
4, 6, 0
4, 7, 0
4, 8, 0
4, 9, 0
4, 10, 0
4, 11, 0
4, 12, 0
4, 13, 0
4, 14, 0
4, 15, 0
4, 16, 0
4, 17, 0
4, 18, 0
4, 19, 0
4, 20, 0
4, 21, 0
4, 22, 0
4, 23, 0
4, 24, 0
4, 25, 0
4, 26, 0
4, 27, 0
4, 28, 0
4, 29, 0
4, 30, 0
4, 31, 0
4, 32, 0
4, 33, 0
4, 34, 0
4, 35, 0
4, 36, 0
4, 37, 0
4, 38, 0
4, 39, 0
4, 40, 0
5, 1, 0
5, 2, 0
5, 3, 0
5, 4, 0
5, 5, 0
5, 6, 0
5, 7, 0
5, 8, 0
5, 9, 0
5, 10, 0
5, 11, 0
5, 12, 0
5, 13, 0
5, 14, 0
5, 15, 0
5, 16, 0
5, 17, 0
5, 18, 0
5, 19, 0
5, 20, 0
5, 21, 0
5, 22, 0
5, 23, 0
5, 24, 0
5, 25, 0
5, 26, 0
5, 27, 0
5, 28, 0
5, 29, 0
5, 30, 0
5, 31, 0
5, 32, 0
5, 33, 0
5, 34, 0
5, 35, 0
5, 36, 0
5, 37, 0
5, 38, 0
5, 39, 0
5, 40, 0
6, 1, 0
6, 2, 0
6, 3, 0
6, 4, 0
6, 5, 0
6, 6, 0
6, 7, 0
6, 8, 0
6, 9, 0
6, 10, 0
6, 11, 0
6, 12, 0
6, 13, 0
6, 14, 0
6, 15, 0
6, 16, 0
6, 17, 0
6, 18, 0
6, 19, 0
6, 20, 0
6, 21, 0
6, 22, 0
6, 23, 0
6, 24, 0
6, 25, 0
6, 26, 0
6, 27, 0
6, 28, 0
6, 29, 0
6, 30, 0
6, 31, 0
6, 32, 0
6, 33, 0
6, 34, 0
6, 35, 0
6, 36, 0
6, 37, 0
6, 38, 0
6, 39, 0
6, 40, 0
7, 1, 0
7, 2, 0
7, 3, 0
7, 4, 0
7, 5, 0
7, 6, 0
7, 7, 0
7, 8, 0
7, 9, 0
7, 10, 0
7, 11, 0
7, 12, 0
7, 13, 0
7, 14, 0
7, 15, 0
7, 16, 0
7, 17, 0
7, 18, 0
7, 19, 0
7, 20, 0
7, 21, 0
7, 22, 0
7, 23, 0
7, 24, 0
7, 25, 0
7, 26, 0
7, 27, 0
7, 28, 0
7, 29, 0
7, 30, 0
7, 31, 0
7, 32, 0
7, 33, 0
7, 34, 0
7, 35, 0
7, 36, 0
7, 37, 0
7, 38, 0
7, 39, 0
7, 40, 0
8, 1, 0
8, 2, 0
8, 3, 0
8, 4, 0
8, 5, 0
8, 6, 0
8, 7, 0
8, 8, 0
8, 9, 0
8, 10, 0
8, 11, 0
8, 12, 0
8, 13, 0
8, 14, 0
8, 15, 0
8, 16, 0
8, 17, 0
8, 18, -0.16760925305056423
8, 19, 0.009458531766242326
8, 20, 0.06397238078794286
8, 21, 0.014385365008925191
8, 22, -0.1579161031888793
8, 23, 0
8, 24, 0
8, 25, 0
8, 26, 0
8, 27, 0
8, 28, 0
8, 29, 0
8, 30, 0
8, 31, 0
8, 32, 0
8, 33, 0
8, 34, 0
8, 35, 0
8, 36, 0
8, 37, 0
8, 38, 0
8, 39, 0
8, 40, 0
9, 1, 0
9, 2, 0
9, 3, 0
9, 4, 0
9, 5, 0
9, 6, 0
9, 7, 0
9, 8, 0
9, 9, 0
9, 10, 0
9, 11, 0
9, 12, 0
9, 13, 0
9, 14, 0
9, 15, -0.7622118945942856
9, 16, -0.5362390904177572
9, 17, -0.20930063235731605
9, 18, 0.19402922989117155
9, 19, 0.5924509708019365
9, 20, 0.718932003174397
9, 21, 0.5951393838650828
9, 22, 0.19947166989492926
9, 23, -0.20120633285102282
9, 24, -0.5277114387237457
9, 25, -0.7577332097685446
9, 26, 0
9, 27, 0
9, 28, 0
9, 29, 0
9, 30, 0
9, 31, 0
9, 32, 0
9, 33, 0
9, 34, 0
9, 35, 0
9, 36, 0
9, 37, 0
9, 38, 0
9, 39, 0
9, 40, 0
10, 1, 0
10, 2, 0
10, 3, 0
10, 4, 0
10, 5, 0
10, 6, 0
10, 7, 0
10, 8, 0
10, 9, 0
10, 10, 0
10, 11, 0
10, 12, 0
10, 13, -0.9795126908184544
10, 14, -0.8555300171771087
10, 15, -0.6400031203504619
10, 16, -0.3783869566736058
10, 17, -0.028328330644012384
10, 18, 0.47177916847223944
10, 19, 1.0321567672262444
10, 20, 1.2340453701079142
10, 21, 1.0330788153076407
10, 22, 0.4738920207786264
10, 23, -0.024593032641534063
10, 24, -0.37530346457837666
10, 25, -0.6396818401685062
10, 26, -0.8594514608868882
10, 27, -0.9896483582479225
10, 28, 0
10, 29, 0
10, 30, 0
10, 31, 0
10, 32, 0
10, 33, 0
10, 34, 0
10, 35, 0
10, 36, 0
10, 37, 0
10, 38, 0
10, 39, 0
10, 40, 0
11, 1, 0
11, 2, 0
11, 3, 0
11, 4, 0
11, 5, 0
11, 6, 0
11, 7, 0
11, 8, 0
11, 9, 0
11, 10, 0
11, 11, 0
11, 12, -1.0849313095215019
11, 13, -0.8770952069637352
11, 14, -0.6657806444575518
11, 15, -0.4725001158547043
11, 16, -0.24723273851095198
11, 17, 0.06264820847183547
11, 18, 0.618037351562094
11, 19, 1.2701533994592993
11, 20, 1.5411575720128412
11, 21, 1.2704760439686582
11, 22, 0.6187645524484573
11, 23, 0.06413144507161028
11, 24, -0.24639693219742623
11, 25, -0.47340223144781096
11, 26, -0.6694671268904786
11, 27, -0.8834912884264612
11, 28, -1.0946893758851162
11, 29, 0
11, 30, 0
11, 31, 0
11, 32, 0
11, 33, 0
11, 34, 0
11, 35, 0
11, 36, 0
11, 37, 0
11, 38, 0
11, 39, 0
11, 40, 0
12, 1, 0
12, 2, 0
12, 3, 0
12, 4, 0
12, 5, 0
12, 6, 0
12, 7, 0
12, 8, 0
12, 9, 0
12, 10, 0
12, 11, -1.147453097449903
12, 12, -0.8954824278124371
12, 13, -0.6620889811012082
12, 14, -0.47294569466145975
12, 15, -0.30610048321570305
12, 16, -0.1457037779918847
12, 17, 0.14136831492987484
12, 18, 0.6607956190567055
12, 19, 1.3124161290093062
12, 20, 1.6170229028335648
12, 21, 1.3124565832024553
12, 22, 0.6608948872985789
12, 23, 0.14166017071392598
12, 24, -0.14578501037085048
12, 25, -0.3072330155551871
12, 26, -0.47564416317708347
12, 27, -0.6666902896301146
12, 28, -0.9018046942631155
12, 29, -1.1559691155629708
12, 30, 0
12, 31, 0
12, 32, 0
12, 33, 0
12, 34, 0
12, 35, 0
12, 36, 0
12, 37, 0
12, 38, 0
12, 39, 0
12, 40, 0
13, 1, 0
13, 2, 0
13, 3, 0
13, 4, 0
13, 5, 0
13, 6, 0
13, 7, 0
13, 8, 0
13, 9, 0
13, 10, -1.2231017089687086
13, 11, -0.9844228821429635
13, 12, -0.6889257382157249
13, 13, -0.4453076220392092
13, 14, -0.27828336727971825
13, 15, -0.1429724418763627
13, 16, -0.007070882706295082
13, 17, 0.22724848952992352
13, 18, 0.6358841077182191
13, 19, 1.1641911349767864
13, 20, 1.4383690406619722
13, 21, 1.1641707702299686
13, 22, 0.635835603972577
13, 23, 0.22712147563494187
13, 24, -0.007498325788802029
13, 25, -0.14399657332248522
13, 26, -0.2803606448890335
13, 27, -0.4486613314507836
13, 28, -0.6937916499057883
13, 29, -0.9916329940724132
13, 30, -1.2347402824118086
13, 31, 0
13, 32, 0
13, 33, 0
13, 34, 0
13, 35, 0
13, 36, 0
13, 37, 0
13, 38, 0
13, 39, 0
13, 40, 0
14, 1, 0
14, 2, 0
14, 3, 0
14, 4, 0
14, 5, 0
14, 6, 0
14, 7, 0
14, 8, 0
14, 9, -0.5010894653977813
14, 10, -1.1156702799168745
14, 11, -0.8114299967925593
14, 12, -0.5283390073816695
14, 13, -0.2653159120800163
14, 14, -0.08379849314488874
14, 15, 0.013695996626247804
14, 16, 0.12090037162212122
14, 17, 0.29104142425106166
14, 18, 0.5782170198254593
14, 19, 0.9487100507024196
14, 20, 1.1480648787207945
14, 21, 0.9486785666846638
14, 22, 0.5781095509548926
14, 23, 0.29080990560370834
14, 24, 0.12042553736352316
14, 25, 0.01270340032138342
14, 26, -0.0854571505308257
14, 27, -0.267902172559315
14, 28, -0.532102735907378
14, 29, -0.8175017873766679
14, 30, -1.1260911231294308
14, 31, -0.5349898457155263
14, 32, 0
14, 33, 0
14, 34, 0
14, 35, 0
14, 36, 0
14, 37, 0
14, 38, 0
14, 39, 0
14, 40, 0
15, 1, 0
15, 2, 0
15, 3, 0
15, 4, 0
15, 5, 0
15, 6, 0
15, 7, 0
15, 8, 0
